location_type,date_posted,square_feet,price,beds,baths,rent_buy,type,formatted_google_address,address_components,website,lot_size,geometry,mapid,neighborhood,break_and_enter_commercial,break_and_enter_residential_other,mischief,other_theft,theft_from_vehicle,theft_of_bicycle,theft_of_vehicle,vehicle_collision_or_pedestrian_struck_with_injury,postal_code,lng,lat,sky_train,bus_stop,parks,schools,commercial_services,food_beverages,convenience_stores
ROOFTOP,2022-12-27,1225,4295,2,2,rent,Apartment,"1022 Nelson St, Vancouver, BC V6E 4S7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1271414, 49.2816052)",WE,West End,219,31,466,832,566,202,53,57,V6E 4S7,-123.1271414,49.28160519999999,654.8151150683709,83.00461531764766,324.0527425977348,158.55296051986795,179,394,17
APPROXIMATE,2023-01-20,672,3000,1,1,rent,Apartment,"Vancouver, BC V5T 0E8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.0982321, 49.2674567)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5T 0E8,-123.0982321,49.2674567,650.9961881274394,128.14882864568443,351.2341734802158,291.8816263237298,68,56,0
ROOFTOP,2023-01-19,605,2494,1,1,rent,Apartment,"1155 Harwood St, Vancouver, BC V6E 1S1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1344743, 49.2800207)",WE,West End,219,31,466,832,566,202,53,57,V6E 1S1,-123.1344743,49.28002069999999,1091.5903051537268,179.87658875123824,262.40421274624896,418.5833237464166,99,140,4
ROOFTOP,2023-01-20,675,4550,1,1,rent,Apartment,"1111 Alberni St, Vancouver, BC V6E 4V2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1238497, 49.2855514)",WE,West End,219,31,466,832,566,202,53,57,V6E 4V2,-123.1238497,49.2855514,312.382401492809,149.9255603737095,271.3164598408571,505.3186229238353,76,224,2
ROOFTOP,2023-01-08,600,2350,1,1,rent,Apartment,"677 W 41st Ave, Vancouver, BC V5Z 2N1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1203427, 49.233994)",SC,South Cambie,26,42,51,62,83,28,15,10,V5Z 2N1,-123.1203427,49.233994,296.1493071118939,202.26611614018688,564.3025905464102,188.3522229872932,0,0,0
ROOFTOP,2023-01-02,1600,8499,2,3,rent,Apartment,"620 Cardero St, Vancouver, BC V6G 3H7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1300606, 49.290752)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6G 3H7,-123.1300606,49.290752,954.154191987789,63.19248030283765,269.996663202269,475.77480661048077,42,160,0
ROOFTOP,2023-01-11,2117,11000,3,3,rent,Apartment,"1151 W Georgia St, Vancouver, BC V6E 4E6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1241293, 49.2868699)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6E 4E6,-123.1241293,49.2868699,360.77676004850935,57.54751326372944,312.99460532994453,589.177969211891,59,194,2
ROOFTOP,2023-01-17,950,3699,2,2,rent,House,"8189 Cambie St, Vancouver, BC V6P 3J8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1175149, 49.2105023)",MARP,Marpole,47,81,105,227,232,33,41,45,V6P 3J8,-123.1175149,49.21050229999999,99.88619139651604,98.83149285275748,200.9572260832151,142.68521716520974,35,28,2
APPROXIMATE,2023-01-25,560,2950,1,1,rent,Apartment,"Vancouver, BC V6B 2P2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1136012, 49.2788907)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 2P2,-123.1136012,49.2788907,323.7395318982549,99.68057113553975,361.19291127938857,147.25766752120114,85,148,2
ROOFTOP,2023-01-19,830,2900,2,2,rent,Apartment,"1330 Harwood St, Vancouver, BC V6E 1S8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1380975, 49.2816962)",WE,West End,219,31,466,832,566,202,53,57,V6E 1S8,-123.1380975,49.2816962,1414.3847002760936,84.46868135583424,89.10357374310293,566.2821108774622,46,82,0
ROOFTOP,2023-01-12,417,2375,0,1,rent,Apartment,"333 E 11th Ave, Vancouver, BC V5T 0H1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.097496, 49.2613849)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5T 0H1,-123.097496,49.2613849,1269.7822971899054,135.73248551625946,342.9823458641711,312.04875999738323,139,152,1
ROOFTOP,2023-01-07,398,2315,0,1,rent,Apartment,"1022 Nelson St, Vancouver, BC V6E 4S7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1271414, 49.2816052)",WE,West End,219,31,466,832,566,202,53,57,V6E 4S7,-123.1271414,49.28160519999999,654.8151150683709,83.00461531764766,324.0527425977348,158.55296051986795,179,394,17
ROOFTOP,2023-01-20,980,4280,2,2,rent,Apartment,"1200 Alberni St, Vancouver, BC V6E 1A6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1265381, 49.2867388)",WE,West End,219,31,466,832,566,202,53,57,V6E 1A6,-123.1265381,49.28673879999999,523.0655531941811,73.48199221551987,241.8972276156049,470.1564753422551,51,176,2
ROOFTOP,2023-01-01,555,2950,1,1,rent,Apartment,"38 Smithe St, Vancouver, BC V6Z, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1135501, 49.2750465)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z,-123.1135501,49.27504649999999,562.8697237119867,113.41819743114155,112.23117215031377,280.8299917373961,54,50,0
ROOFTOP,2023-01-06,954,5380,2,2,rent,Apartment,"6328 Cambie St, Vancouver, BC V5Z 3B4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1158777, 49.2275696)",OAK,Oakridge,10,39,37,50,60,10,11,27,V5Z 3B4,-123.1158777,49.2275696,209.9194171729823,124.79529095899512,353.22361085418333,380.61327339561484,0,0,0
ROOFTOP,2023-01-01,954,5380,2,2,rent,Apartment,"6328 Cambie St, Vancouver, BC V5Z 3B4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1158777, 49.2275696)",OAK,Oakridge,10,39,37,50,60,10,11,27,V5Z 3B4,-123.1158777,49.2275696,209.9194171729823,124.79529095899512,353.22361085418333,380.61327339561484,0,0,0
ROOFTOP,2023-01-19,555,2950,1,1,rent,Apartment,"68 Smithe St, Vancouver, BC V6B 0P4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.113797, 49.2750339)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0P4,-123.113797,49.2750339,574.3449051854398,102.88700346024328,115.10304421862031,283.2941750757692,61,51,0
ROOFTOP,2023-01-06,815,3485,2,2,rent,Apartment,"333 E 11th Ave, Vancouver, BC V5T 0H1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.097496, 49.2613849)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5T 0H1,-123.097496,49.2613849,1269.7822971899054,135.73248551625946,342.9823458641711,312.04875999738323,139,152,1
ROOFTOP,2023-01-06,691,3800,2,1,rent,Apartment,"1022 Nelson St, Vancouver, BC V6E 4S7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1271414, 49.2816052)",WE,West End,219,31,466,832,566,202,53,57,V6E 4S7,-123.1271414,49.28160519999999,654.8151150683709,83.00461531764766,324.0527425977348,158.55296051986795,179,394,17
ROOFTOP,2022-12-30,1136,4700,2,2,rent,Apartment,"1768 Cook St, Vancouver, BC V5Y 3J6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1100617, 49.2695474)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5Y 3J6,-123.1100617,49.2695474,505.7241218620384,62.41962025647167,81.73308807055285,925.6202783487905,60,37,0
APPROXIMATE,2023-01-09,900,3000,2,1,rent,Apartment,"Vancouver, BC V6M 3K8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1442956, 49.2334528)",KERR,Kerrisdale,20,43,34,54,59,20,9,13,V6M 3K8,-123.1442956,49.23345279999999,2039.5038664195083,130.30119823267955,833.5178957700566,614.9427378111897,0,0,0
ROOFTOP,2023-01-06,417,2355,0,1,rent,Apartment,"333 E 11th Ave, Vancouver, BC V5T 0H1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.097496, 49.2613849)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5T 0H1,-123.097496,49.2613849,1269.7822971899054,135.73248551625946,342.9823458641711,312.04875999738323,139,152,1
ROOFTOP,2023-01-22,2200,5500,4,3,rent,Apartment,"1845 Victoria Dr, Vancouver, BC V5N 4K1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.0661925, 49.2679902)",GW,Grandview-Woodland,165,103,489,639,412,72,75,77,V5N 4K1,-123.0661925,49.2679902,620.60262088698,242.96880288628267,124.83421324432614,89.95497804130366,94,119,0
ROOFTOP,2023-01-22,550,2680,1,1,rent,Apartment,"1495 Richards St, Vancouver, BC V6Z 3E4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1281757, 49.2737026)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 3E4,-123.1281757,49.2737026,452.25653800734284,65.47192112669582,228.6806387140913,423.58390390145274,129,146,8
ROOFTOP,2023-01-24,1500,3500,4,3,rent,House,"750 W 48th Ave, Vancouver, BC V5Z 2R9, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1231222, 49.2270761)",OAK,Oakridge,10,39,37,50,60,10,11,27,V5Z 2R9,-123.1231222,49.2270761,503.4557594354559,144.5384592466718,241.21007963327958,155.41095302860262,0,0,0
ROOFTOP,2023-01-24,1189,4200,2,2,rent,Apartment,"1661 Ontario St, Vancouver, BC V5Y 0C3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1047746, 49.2705883)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5Y 0C3,-123.1047746,49.2705883,426.6904077584761,168.91123247882746,204.89749021334237,713.9024848359003,68,43,0
ROOFTOP,2023-01-18,800,2600,2,1,rent,Apartment,"3575 Euclid Ave, Vancouver, BC V5R 6H5, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.0288089, 49.2350247)",RC,Renfrew-Collingwood,87,93,254,1311,412,51,77,60,V5R 6H5,-123.0288089,49.2350247,434.2140945810999,160.0946761065824,90.6393596950655,294.61868513769315,131,94,0
ROOFTOP,2023-01-24,680,3000,1,1,rent,Apartment,"1111 Alberni St, Vancouver, BC V6E 4V2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1238497, 49.2855514)",WE,West End,219,31,466,832,566,202,53,57,V6E 4V2,-123.1238497,49.2855514,312.382401492809,149.9255603737095,271.3164598408571,505.3186229238353,76,224,2
ROOFTOP,2023-01-18,722,3650,2,1,rent,Apartment,"1022 Nelson St, Vancouver, BC V6E 4S7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1271414, 49.2816052)",WE,West End,219,31,466,832,566,202,53,57,V6E 4S7,-123.1271414,49.28160519999999,654.8151150683709,83.00461531764766,324.0527425977348,158.55296051986795,179,394,17
ROOFTOP,2022-12-29,1075,4450,2,2,rent,Apartment,"3493 Commercial St, Vancouver, BC V5N 4E8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.0682438, 49.2533945)",KC,Kensington-Cedar Cottage,49,59,202,277,358,46,73,71,V5N 4E8,-123.0682438,49.25339450000001,1032.2697162280865,70.45715996930048,491.810813651926,374.05959769026896,41,5,0
ROOFTOP,2023-01-10,840,3600,2,2,rent,Apartment,"7433 Cambie St, Vancouver, BC V6P 6E8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1178501, 49.2173773)",MARP,Marpole,47,81,105,227,232,33,41,45,V6P 6E8,-123.1178501,49.2173773,859.759173294776,91.02187617252598,201.50838539808572,526.0752909460149,0,0,0
ROOFTOP,2023-01-22,784,3300,2,2,rent,Apartment,"8131 Nunavut Ln, Vancouver, BC V5X 0E2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1164437, 49.2109515)",MARP,Marpole,47,81,105,227,232,33,41,45,V5X 0E2,-123.1164437,49.2109515,148.90224752943587,147.45875547469802,291.25653486898455,220.24030974993988,35,28,2
ROOFTOP,2023-01-24,1350,5500,2,2,rent,Apartment,"1000 Beach Ave, Vancouver, BC V6E 4M2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1334101, 49.2756088)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6E 4M2,-123.1334101,49.2756088,833.84417230739,32.56664766116516,150.8062140806708,242.8473939334059,54,57,8
ROOFTOP,2023-01-24,854,4100,2,2,rent,Apartment,"1289 Hornby St, Vancouver, BC V6Z 1W4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1296535, 49.2778214)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 1W4,-123.1296535,49.2778214,663.9987258654302,91.47116062862854,335.61648951447677,124.95654736090923,173,273,17
ROOFTOP,2023-01-12,540,2485,0,1,rent,Apartment,"333 E 11th Ave, Vancouver, BC V5T 0H1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.097496, 49.2613849)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5T 0H1,-123.097496,49.2613849,1269.7822971899054,135.73248551625946,342.9823458641711,312.04875999738323,139,152,1
ROOFTOP,2023-01-20,670,3250,1,1,rent,Apartment,"928 Beatty St, Vancouver, BC V6Z 3G6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1156941, 49.2761612)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 3G6,-123.1156941,49.2761612,500.3283448180272,55.57976737622537,232.2387628859022,226.6918687941279,119,146,2
ROOFTOP,2023-01-22,1293,5900,3,2,rent,Apartment,"8 Smithe Mews, Vancouver, BC V6B 0A5, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1120935, 49.2740013)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0A5,-123.1120935,49.27400129999999,618.1940599795827,172.78640481231963,88.3885195823388,408.94002912102,8,7,0
ROOFTOP,2023-01-22,1108,4500,2,2,rent,Apartment,"1483 Homer St, Vancouver, BC V6Z 3C7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1268009, 49.2720374)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 3C7,-123.1268009,49.27203739999999,438.8558608358498,134.80413652887134,151.48571323279975,315.08715572504616,88,66,4
ROOFTOP,2023-01-22,1800,7400,3,3,rent,House,"2969 W 41st Ave, Vancouver, BC V6N 3C8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1721415, 49.2349629)",DS,Dunbar-Southlands,16,26,42,78,72,13,14,12,V6N 3C8,-123.1721415,49.2349629,4069.4592748733503,41.37389371117612,590.1486491182769,164.86012403980982,0,0,0
ROOFTOP,2023-01-24,840,3700,2,2,rent,Apartment,"7433 Cambie St, Vancouver, BC V6P 6E8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1178501, 49.2173773)",MARP,Marpole,47,81,105,227,232,33,41,45,V6P 6E8,-123.1178501,49.2173773,859.759173294776,91.02187617252598,201.50838539808572,526.0752909460149,0,0,0
